codmun;Municipio1;codpro;Provincia;Departamento
27413;Lloro;540;Atrato;Chocó
27425;Medio Atrato;540;Atrato;Chocó
27430;Medio Baudo;570;Pacífico Sur;Chocó
27450;Medio San Juan;580;San Juan;Chocó
27491;Novita;580;San Juan;Chocó
27495;Nuqui;560;Pacífico Norte;Chocó
27580;Rio Iro;580;San Juan;Chocó
27600;Rio Quito;540;Atrato;Chocó
27615;Riosucio;550;Darién;Chocó
27660;San Jose del Palmar;580;San Juan;Chocó
27745;Sipi;580;San Juan;Chocó
27787;Tado;580;San Juan;Chocó
27800;Unguia;550;Darién;Chocó
27810;Union Panamericana;580;San Juan;Chocó
41001;Neiva;840;Norte;Huila
41006;Acevedo;860;Sur;Huila
41013;Agrado;830;Centro;Huila
41016;Aipe;840;Norte;Huila
41020;Algeciras;840;Norte;Huila
41026;Altamira;830;Centro;Huila
41078;Baraya;840;Norte;Huila
41132;Campoalegre;840;Norte;Huila
41206;Colombia;840;Norte;Huila
41244;Elias;860;Sur;Huila
41298;Garzon;830;Centro;Huila
41306;Gigante;830;Centro;Huila
41319;Guadalupe;830;Centro;Huila
41349;Hobo;840;Norte;Huila
41357;Iquira;840;Norte;Huila
41359;Isnos;860;Sur;Huila
41378;La Argentina;850;Occidente;Huila
41396;La Plata;850;Occidente;Huila
41483;Nataga;850;Occidente;Huila
41503;Oporapa;860;Sur;Huila
41518;Paicol;850;Occidente;Huila
41524;Palermo;840;Norte;Huila
41530;Palestina;860;Sur;Huila
41548;Pital;830;Centro;Huila
41551;Pitalito;860;Sur;Huila
41615;Rivera;840;Norte;Huila
41660;Saladoblanco;860;Sur;Huila
41668;San Agustin;860;Sur;Huila
41676;Santa Maria;840;Norte;Huila
41770;Suaza;830;Centro;Huila
41791;Tarqui;830;Centro;Huila
41797;Tesalia;850;Occidente;Huila
41799;Tello;840;Norte;Huila
41801;Teruel;840;Norte;Huila
41807;Timana;860;Sur;Huila
41872;Villavieja;840;Norte;Huila
41885;Yaguara;840;Norte;Huila
44001;Riohacha;871;Centro;La Guajira
44035;Albania;871;Centro;La Guajira
44078;Barrancas;880;Sur;La Guajira
44090;Dibulla;871;Centro;La Guajira
44098;Distraccion;880;Sur;La Guajira
44110;El Molino;880;Sur;La Guajira
44279;Fonseca;880;Sur;La Guajira
44378;Hatonuevo;880;Sur;La Guajira
44420;La Jagua del Pilar;880;Sur;La Guajira
44430;Maicao;871;Centro;La Guajira
44560;Manaure;872;Norte;La Guajira
44650;San Juan del Cesar;880;Sur;La Guajira
44847;Uribia;872;Norte;La Guajira
44855;Urumita;880;Sur;La Guajira
44874;Villanueva;880;Sur;La Guajira
47001;Santa Marta;920;Santa Marta;Magdalena
47030;Algarrobo;890;Centro;Magdalena
47053;Aracataca;900;Norte;Magdalena
47058;Ariguani;890;Centro;Magdalena
47161;Cerro San Antonio;910;Río;Magdalena
47170;Chibolo;890;Centro;Magdalena
47189;Cienaga;920;Santa Marta;Magdalena
47205;Concordia;910;Río;Magdalena
47245;El Banco;930;Sur;Magdalena
47258;El Pinon;910;Río;Magdalena
47268;El Reten;900;Norte;Magdalena
47288;Fundacion;900;Norte;Magdalena
47318;Guamal;930;Sur;Magdalena
47460;Nueva Granada;890;Centro;Magdalena
47541;Pedraza;910;Río;Magdalena
47545;Pijino del Carmen;930;Sur;Magdalena
47551;Pivijay;910;Río;Magdalena
47555;Plato;890;Centro;Magdalena
47570;Puebloviejo;920;Santa Marta;Magdalena
47605;Remolino;910;Río;Magdalena
47660;Sabanas de San angel;890;Centro;Magdalena
47675;Salamina;910;Río;Magdalena
47692;San Sebastian de Buenavista;930;Sur;Magdalena
47703;San Zenon;930;Sur;Magdalena
47707;Santa Ana;930;Sur;Magdalena
47720;Santa Barbara de Pinto;930;Sur;Magdalena
47745;Sitionuevo;910;Río;Magdalena
47798;Tenerife;890;Centro;Magdalena
47960;Zapayan;910;Río;Magdalena
47980;Zona Bananera;900;Norte;Magdalena
50001;Villavicencio;960;Piedemonte;Meta
50006;Acacias;960;Piedemonte;Meta
50110;Barranca de Upia;720;Medina;Meta
50124;Cabuyaro;970;Río Meta;Meta
50150;Castilla La Nueva;960;Piedemonte;Meta
50223;Cubarral;960;Piedemonte;Meta
50226;Cumaral;960;Piedemonte;Meta
50245;El Calvario;730;Oriente;Meta
50251;El Castillo;940;Ariari;Meta
50270;El Dorado;940;Ariari;Meta
50287;Fuente de Oro;940;Ariari;Meta
50313;Granada;940;Ariari;Meta
50318;Guamal;960;Piedemonte;Meta
50325;Mapiripan;820;Guaviare;Meta
50330;Mesetas;940;Ariari;Meta
50350;La Macarena;432;El Caguán;Meta
50370;Uribe;940;Ariari;Meta
50400;Lejanias;940;Ariari;Meta
50450;Puerto Concordia;820;Guaviare;Meta
50568;Puerto Gaitan;970;Río Meta;Meta
50573;Puerto Lopez;970;Río Meta;Meta
50577;Puerto Lleras;940;Ariari;Meta
50590;Puerto Rico;940;Ariari;Meta
50606;Restrepo;960;Piedemonte;Meta
50680;San Carlos de Guaroa;960;Piedemonte;Meta
50683;San Juan de Arama;940;Ariari;Meta
50686;San Juanito;730;Oriente;Meta
50689;San Martin;940;Ariari;Meta
50711;Vistahermosa;940;Ariari;Meta
52001;Pasto;980;Centro;Nariño
52019;Alban;1010;Norte;Nariño
52022;Aldana;1020;Sur;Nariño
52036;Ancuya;990;Centro Occidente;Nariño
52051;Arboleda;1010;Norte;Nariño
52079;Barbacoas;1003;Telembí;Nariño
52083;Belen;1010;Norte;Nariño
52110;Buesaco;1010;Norte;Nariño
52203;Colon;1010;Norte;Nariño
52207;Consaca;980;Centro;Nariño
52210;Contadero;1020;Sur;Nariño
52215;Cordoba;1020;Sur;Nariño
52224;Cuaspud;1020;Sur;Nariño
52227;Cumbal;1020;Sur;Nariño
52233;Cumbitara;1010;Norte;Nariño
52240;Chachagui;980;Centro;Nariño
52250;El Charco;1002;Sanquianga;Nariño
52254;El Penol;980;Centro;Nariño
52256;El Rosario;1010;Norte;Nariño
52258;El Tablon de Gomez;1010;Norte;Nariño
52260;El Tambo;980;Centro;Nariño
52287;Funes;1020;Sur;Nariño
52317;Guachucal;1020;Sur;Nariño
52320;Guaitarilla;990;Centro Occidente;Nariño
52323;Gualmatan;1020;Sur;Nariño
52352;Iles;1020;Sur;Nariño
52354;Imues;1020;Sur;Nariño
52356;Ipiales;1020;Sur;Nariño
52378;La Cruz;1010;Norte;Nariño
52381;La Florida;980;Centro;Nariño
52385;La Llanada;990;Centro Occidente;Nariño
52390;La Tola;1002;Sanquianga;Nariño
52399;La Union;1010;Norte;Nariño
52405;Leiva;1010;Norte;Nariño
52411;Linares;990;Centro Occidente;Nariño
52418;Los Andes;990;Centro Occidente;Nariño
52427;Magui;1003;Telembí;Nariño
52435;Mallama;990;Centro Occidente;Nariño
52473;Mosquera;1002;Sanquianga;Nariño
52480;Narino;980;Centro;Nariño
52490;Olaya Herrera;1002;Sanquianga;Nariño
52506;Ospina;990;Centro Occidente;Nariño
52520;Francisco Pizarro;1001;Tumaco;Nariño
52540;Policarpa;1010;Norte;Nariño
52560;Potosi;1020;Sur;Nariño
52565;Providencia;990;Centro Occidente;Nariño
52573;Puerres;1020;Sur;Nariño
52585;Pupiales;1020;Sur;Nariño
52612;Ricaurte;990;Centro Occidente;Nariño
52621;Roberto Payan;1003;Telembí;Nariño
52678;Samaniego;990;Centro Occidente;Nariño
52683;Sandona;980;Centro;Nariño
52685;San Bernardo;1010;Norte;Nariño
52687;San Lorenzo;1010;Norte;Nariño
52693;San Pablo;1010;Norte;Nariño
52694;San Pedro de Cartago;1010;Norte;Nariño
52696;Santa Barbara;1002;Sanquianga;Nariño
52699;Santacruz;990;Centro Occidente;Nariño
52720;Sapuyes;990;Centro Occidente;Nariño
52786;Taminango;1010;Norte;Nariño
52788;Tangua;980;Centro;Nariño
52835;San Andres de Tumaco;1001;Tumaco;Nariño
52838;Tuquerres;990;Centro Occidente;Nariño
52885;Yacuanquer;980;Centro;Nariño
54001;Cucuta;1060;Oriente;Norte de Santander
54003;Abrego;1050;Occidente;Norte de Santander
54051;Arboledas;1030;Centro;Norte de Santander
54099;Bochalema;1080;Suroriente;Norte de Santander
54109;Bucarasica;1040;Norte;Norte de Santander
54125;Cacota;1070;Suroccidente;Norte de Santander
54128;Cachira;1050;Occidente;Norte de Santander
54172;Chinacota;1080;Suroriente;Norte de Santander
54174;Chitaga;1070;Suroccidente;Norte de Santander
54206;Convencion;1050;Occidente;Norte de Santander
54223;Cucutilla;1030;Centro;Norte de Santander
54239;Durania;1080;Suroriente;Norte de Santander
54245;El Carmen;1050;Occidente;Norte de Santander
54250;El Tarra;1040;Norte;Norte de Santander
54261;El Zulia;1060;Oriente;Norte de Santander
54313;Gramalote;1030;Centro;Norte de Santander
54344;Hacari;1050;Occidente;Norte de Santander
54347;Herran;1080;Suroriente;Norte de Santander
54377;Labateca;1080;Suroriente;Norte de Santander
54385;La Esperanza;1050;Occidente;Norte de Santander
54398;La Playa;1050;Occidente;Norte de Santander
54405;Los Patios;1060;Oriente;Norte de Santander
54418;Lourdes;1030;Centro;Norte de Santander
54480;Mutiscua;1070;Suroccidente;Norte de Santander
54498;Ocana;1050;Occidente;Norte de Santander
54518;Pamplona;1070;Suroccidente;Norte de Santander
54520;Pamplonita;1070;Suroccidente;Norte de Santander
54553;Puerto Santander;1060;Oriente;Norte de Santander
54599;Ragonvalia;1080;Suroriente;Norte de Santander
54660;Salazar;1030;Centro;Norte de Santander
54670;San Calixto;1050;Occidente;Norte de Santander
54673;San Cayetano;1060;Oriente;Norte de Santander
54680;Santiago;1030;Centro;Norte de Santander
54720;Sardinata;1040;Norte;Norte de Santander
54743;Silos;1070;Suroccidente;Norte de Santander
54800;Teorama;1050;Occidente;Norte de Santander
54810;Tibu;1040;Norte;Norte de Santander
54820;Toledo;1080;Suroriente;Norte de Santander
54871;Villa Caro;1030;Centro;Norte de Santander
54874;Villa del Rosario;1060;Oriente;Norte de Santander
63001;Armenia;1100;Norte;Quindio
63111;Buenavista;1110;Cordilleranos;Quindio
63130;Calarca;1100;Norte;Quindio
63190;Circasia;1100;Norte;Quindio
63212;Cordoba;1110;Cordilleranos;Quindio
63272;Filandia;1100;Norte;Quindio
63302;Genova;1110;Cordilleranos;Quindio
63401;La Tebaida;1100;Norte;Quindio
63470;Montenegro;1100;Norte;Quindio
63548;Pijao;1110;Cordilleranos;Quindio
63594;Quimbaya;1100;Norte;Quindio
63690;Salento;1100;Norte;Quindio
66001;Pereira;1150;Vertiente Oriente;Risaralda
66045;Apia;1160;Vertiente Occidente;Risaralda
66075;Balboa;1160;Vertiente Occidente;Risaralda
66088;Belen de Umbria;1160;Vertiente Occidente;Risaralda
66170;Dosquebradas;1150;Vertiente Oriente;Risaralda
66318;Guatica;1160;Vertiente Occidente;Risaralda
66383;La Celia;1160;Vertiente Occidente;Risaralda
66400;La Virginia;1150;Vertiente Oriente;Risaralda
66440;Marsella;1150;Vertiente Oriente;Risaralda
66456;Mistrato;1160;Vertiente Occidente;Risaralda
66572;Pueblo Rico;1160;Vertiente Occidente;Risaralda
66594;Quinchia;1160;Vertiente Occidente;Risaralda
66682;Santa Rosa de Cabal;1150;Vertiente Oriente;Risaralda
66687;Santuario;1160;Vertiente Occidente;Risaralda
68001;Bucaramanga;1220;Soto;Santander
68013;Aguada;1231;Vélez Sur;Santander
68020;Albania;1231;Vélez Sur;Santander
68051;Aratoca;1200;Guanentá;Santander
68077;Barbosa;1231;Vélez Sur;Santander
68079;Barichara;1200;Guanentá;Santander
68081;Barrancabermeja;1210;Mares;Santander
68092;Betulia;1220;Soto;Santander
68101;Bolivar;1231;Vélez Sur;Santander
68121;Cabrera;1200;Guanentá;Santander
68132;California;1220;Soto;Santander
68147;Capitanejo;1190;García Rovira;Santander
68152;Carcasi;1190;García Rovira;Santander
68160;Cepita;1190;García Rovira;Santander
68162;Cerrito;1190;García Rovira;Santander
68167;Charala;1200;Guanentá;Santander
68169;Charta;1220;Soto;Santander
68176;Chima;1180;Comunera;Santander
68179;Chipata;1231;Vélez Sur;Santander
68190;Cimitarra;1232;Vélez Norte;Santander
68207;Concepcion;1190;García Rovira;Santander
68209;Confines;1180;Comunera;Santander
68211;Contratacion;1180;Comunera;Santander
68217;Coromoro;1200;Guanentá;Santander
68229;Curiti;1200;Guanentá;Santander
68235;El Carmen de Chucuri;1210;Mares;Santander
68245;El Guacamayo;1180;Comunera;Santander
68250;El Penon;1231;Vélez Sur;Santander
68255;El Playon;1220;Soto;Santander
68264;Encino;1200;Guanentá;Santander
68266;Enciso;1190;García Rovira;Santander
68271;Florian;1231;Vélez Sur;Santander
68276;Floridablanca;1220;Soto;Santander
68296;Galan;1180;Comunera;Santander
68298;Gambita;1180;Comunera;Santander
68307;Giron;1220;Soto;Santander
68318;Guaca;1190;García Rovira;Santander
68320;Guadalupe;1180;Comunera;Santander
68322;Guapota;1180;Comunera;Santander
68324;Guavata;1231;Vélez Sur;Santander
68327;Guepsa;1231;Vélez Sur;Santander
68344;Hato;1180;Comunera;Santander
68368;Jesus Maria;1231;Vélez Sur;Santander
68370;Jordan;1200;Guanentá;Santander
68377;La Belleza;1231;Vélez Sur;Santander
68385;Landazuri;1232;Vélez Norte;Santander
68397;La Paz;1231;Vélez Sur;Santander
68406;Lebrija;1220;Soto;Santander
68418;Los Santos;1220;Soto;Santander
68425;Macaravita;1190;García Rovira;Santander
68432;Malaga;1190;García Rovira;Santander
68444;Matanza;1220;Soto;Santander
68464;Mogotes;1200;Guanentá;Santander
68468;Molagavita;1190;García Rovira;Santander
68498;Ocamonte;1200;Guanentá;Santander
68500;Oiba;1180;Comunera;Santander
68502;Onzaga;1200;Guanentá;Santander
68522;Palmar;1180;Comunera;Santander
68524;Palmas del Socorro;1180;Comunera;Santander
68533;Paramo;1200;Guanentá;Santander
68547;Piedecuesta;1220;Soto;Santander
68549;Pinchote;1200;Guanentá;Santander
68572;Puente Nacional;1231;Vélez Sur;Santander
68573;Puerto Parra;1232;Vélez Norte;Santander
68575;Puerto Wilches;1210;Mares;Santander
68615;Rionegro;1220;Soto;Santander
68655;Sabana de Torres;1210;Mares;Santander
68669;San Andres;1190;García Rovira;Santander
68673;San Benito;1231;Vélez Sur;Santander
68679;San Gil;1200;Guanentá;Santander
68682;San Joaquin;1200;Guanentá;Santander
68684;San Jose de Miranda;1190;García Rovira;Santander
68686;San Miguel;1190;García Rovira;Santander
68689;San Vicente de Chucuri;1210;Mares;Santander
68705;Santa Barbara;1220;Soto;Santander
68720;Santa Helena del Opon;1180;Comunera;Santander
68745;Simacota;1180;Comunera;Santander
68755;Socorro;1180;Comunera;Santander
68770;Suaita;1180;Comunera;Santander
68773;Sucre;1231;Vélez Sur;Santander
68780;Surata;1220;Soto;Santander
68820;Tona;1220;Soto;Santander
68855;Valle de San Jose;1200;Guanentá;Santander
68861;Velez;1231;Vélez Sur;Santander
68867;Vetas;1220;Soto;Santander
68872;Villanueva;1200;Guanentá;Santander
68895;Zapatoca;1220;Soto;Santander
70001;Sincelejo;1250;Sincelejo;Sucre
70110;Buenavista;1270;Sabanas;Sucre
70124;Caimito;1280;San Jorge;Sucre
70204;Coloso;230;Montes de María;Sucre
70215;Corozal;1250;Sincelejo;Sucre
70221;Covenas;1260;Morrosquillo;Sucre
70230;Chalan;230;Montes de María;Sucre
70233;El Roble;1270;Sabanas;Sucre
70235;Galeras;1270;Sabanas;Sucre
70265;Guaranda;1240;Mojana;Sucre
70400;La Union;1280;San Jorge;Sucre
70418;Los Palmitos;1250;Sincelejo;Sucre
70429;Majagual;1240;Mojana;Sucre
70473;Morroa;1250;Sincelejo;Sucre
70508;Ovejas;230;Montes de María;Sucre
70523;Palmito;1250;Sincelejo;Sucre
70670;Sampues;1250;Sincelejo;Sucre
70678;San Benito Abad;1280;San Jorge;Sucre
70702;San Juan de Betulia;1250;Sincelejo;Sucre
70708;San Marcos;1280;San Jorge;Sucre
70713;San Onofre;1260;Morrosquillo;Sucre
70717;San Pedro;1270;Sabanas;Sucre
70742;San Luis de Since;1270;Sabanas;Sucre
70771;Sucre;1240;Mojana;Sucre
70820;Santiago de Tolu;1260;Morrosquillo;Sucre
70823;Tolu Viejo;1260;Morrosquillo;Sucre
73001;Ibague;1320;Ibagué;Tolima
73024;Alpujarra;1330;Suroriente;Tolima
73026;Alvarado;1320;Ibagué;Tolima
73030;Ambalema;1320;Ibagué;Tolima
73043;Anzoategui;1320;Ibagué;Tolima
73055;Armero;1290;Norte;Tolima
73067;Ataco;1310;Sur;Tolima
73124;Cajamarca;1320;Ibagué;Tolima
73148;Carmen de Apicala;1300;Oriente;Tolima
73152;Casabianca;1340;Nevados;Tolima
73168;Chaparral;1310;Sur;Tolima
73200;Coello;1320;Ibagué;Tolima
73217;Coyaima;1310;Sur;Tolima
73226;Cunday;1300;Oriente;Tolima
73236;Dolores;1330;Suroriente;Tolima
73268;Espinal;1320;Ibagué;Tolima
73270;Falan;1290;Norte;Tolima
73275;Flandes;670;Alto Magdalena;Tolima
73283;Fresno;1290;Norte;Tolima
73319;Guamo;1330;Suroriente;Tolima
73347;Herveo;1340;Nevados;Tolima
73349;Honda;1290;Norte;Tolima
73352;Icononzo;1300;Oriente;Tolima
73408;Lerida;1290;Norte;Tolima
73411;Libano;1340;Nevados;Tolima
73443;Mariquita;1290;Norte;Tolima
73449;Melgar;1300;Oriente;Tolima
73461;Murillo;1340;Nevados;Tolima
73483;Natagaima;1310;Sur;Tolima
73504;Ortega;1310;Sur;Tolima
73520;Palocabildo;1290;Norte;Tolima
73547;Piedras;1320;Ibagué;Tolima
73555;Planadas;1310;Sur;Tolima
73563;Prado;1330;Suroriente;Tolima
73585;Purificacion;1330;Suroriente;Tolima
73616;Rioblanco;1310;Sur;Tolima
73622;Roncesvalles;1310;Sur;Tolima
73624;Rovira;1320;Ibagué;Tolima
73671;Saldana;1330;Suroriente;Tolima
73675;San Antonio;1310;Sur;Tolima
73678;San Luis;1320;Ibagué;Tolima
73686;Santa Isabel;1340;Nevados;Tolima
73770;Suarez;1330;Suroriente;Tolima
73854;Valle de San Juan;1320;Ibagué;Tolima
73861;Venadillo;1320;Ibagué;Tolima
73870;Villahermosa;1340;Nevados;Tolima
73873;Villarica;1300;Oriente;Tolima
76001;Cali;1390;Sur;Valle del Cauca
76020;Alcala;1360;Norte;Valle del Cauca
76036;Andalucia;1350;Centro;Valle del Cauca
76041;Ansermanuevo;1360;Norte;Valle del Cauca
76054;Argelia;1360;Norte;Valle del Cauca
76100;Bolivar;1360;Norte;Valle del Cauca
76109;Buenaventura;1370;Buenaventura;Valle del Cauca
76111;Guadalajara de Buga;1350;Centro;Valle del Cauca
76113;Bugalagrande;1350;Centro;Valle del Cauca
76122;Caicedonia;1110;Cordilleranos;Valle del Cauca
76126;Calima;1350;Centro;Valle del Cauca
76130;Candelaria;1390;Sur;Valle del Cauca
76147;Cartago;1360;Norte;Valle del Cauca
76233;Dagua;1390;Sur;Valle del Cauca
76243;El aguila;1360;Norte;Valle del Cauca
76246;El Cairo;1360;Norte;Valle del Cauca
76248;El Cerrito;1350;Centro;Valle del Cauca
76250;El Dovio;1360;Norte;Valle del Cauca
76275;Florida;1390;Sur;Valle del Cauca
76306;Ginebra;1350;Centro;Valle del Cauca
76318;Guacari;1350;Centro;Valle del Cauca
76364;Jamundi;1390;Sur;Valle del Cauca
76377;La Cumbre;1390;Sur;Valle del Cauca
76400;La Union;1360;Norte;Valle del Cauca
76403;La Victoria;1360;Norte;Valle del Cauca
76497;Obando;1360;Norte;Valle del Cauca
76520;Palmira;1390;Sur;Valle del Cauca
76563;Pradera;1390;Sur;Valle del Cauca
76606;Restrepo;1350;Centro;Valle del Cauca
76616;Riofrio;1350;Centro;Valle del Cauca
76622;Roldanillo;1360;Norte;Valle del Cauca
76670;San Pedro;1350;Centro;Valle del Cauca
76736;Sevilla;1110;Cordilleranos;Valle del Cauca
76823;Toro;1360;Norte;Valle del Cauca
76828;Trujillo;1350;Centro;Valle del Cauca
76834;Tulua;1350;Centro;Valle del Cauca
76845;Ulloa;1360;Norte;Valle del Cauca
76863;Versalles;1360;Norte;Valle del Cauca
76869;Vijes;1390;Sur;Valle del Cauca
76890;Yotoco;1350;Centro;Valle del Cauca
76892;Yumbo;1390;Sur;Valle del Cauca
76895;Zarzal;1360;Norte;Valle del Cauca
81001;Arauca;111;Río Arauca;Arauca
81065;Arauquita;111;Río Arauca;Arauca
81220;Cravo Norte;113;Oriente;Arauca
81300;Fortul;112;Occidente;Arauca
81591;Puerto Rondon;113;Oriente;Arauca
81736;Saravena;112;Occidente;Arauca
81794;Tame;112;Occidente;Arauca
85001;Yopal;441;Piedemonte;Casanare
85010;Aguazul;441;Piedemonte;Casanare
85015;Chameza;441;Piedemonte;Casanare
85125;Hato Corozal;442;Llanura;Casanare
85136;La Salina;442;Llanura;Casanare
85139;Mani;441;Piedemonte;Casanare
85162;Monterrey;441;Piedemonte;Casanare
85225;Nunchia;441;Piedemonte;Casanare
85230;Orocue;441;Piedemonte;Casanare
85250;Paz de Ariporo;442;Llanura;Casanare
85263;Pore;441;Piedemonte;Casanare
85279;Recetor;441;Piedemonte;Casanare
85300;Sabanalarga;441;Piedemonte;Casanare
85315;Sacama;442;Llanura;Casanare
85325;San Luis de Palenque;442;Llanura;Casanare
85400;Tamara;441;Piedemonte;Casanare
85410;Tauramena;441;Piedemonte;Casanare
85430;Trinidad;442;Llanura;Casanare
85440;Villanueva;441;Piedemonte;Casanare
86001;Mocoa;1091;Piedemonte;Putumayo
86219;Colon;980;Centro;Putumayo
86320;Orito;1092;Orito Ingi Ande;Putumayo
86568;Puerto Asis;1092;Orito Ingi Ande;Putumayo
86569;Puerto Caicedo;1092;Orito Ingi Ande;Putumayo
86571;Puerto Guzman;1091;Piedemonte;Putumayo
86573;Puerto Leguizamo;12;Amazonía;Putumayo
86749;Sibundoy;980;Centro;Putumayo
86755;San Francisco;980;Centro;Putumayo
86757;San Miguel;1092;Orito Ingi Ande;Putumayo
86760;Santiago;980;Centro;Putumayo
86865;Valle del Guamuez;1092;Orito Ingi Ande;Putumayo
86885;Villagarzon;1091;Piedemonte;Putumayo
88001;San Andres;121;San Andrés;Archipiélago de San Andrés
88564;Providencia;122;Providencia;Archipiélago de San Andrés
91001;Leticia;11;Leticia;Amazonas
91263;El Encanto;12;Amazonía;Amazonas
91405;La Chorrera;12;Amazonía;Amazonas
91407;La Pedrera;12;Amazonía;Amazonas
91430;La Victoria;12;Amazonía;Amazonas
91460;Miriti - Parana;12;Amazonía;Amazonas
91530;Puerto Alegria;12;Amazonía;Amazonas
91536;Puerto Arica;12;Amazonía;Amazonas
91540;Puerto Narino;12;Amazonía;Amazonas
91669;Puerto Santander;12;Amazonía;Amazonas
91798;Tarapaca;12;Amazonía;Amazonas
94001;Inirida;810;Guainía;Guainía
94343;Barranco Minas;810;Guainía;Guainía
94663;Mapiripana;810;Guainía;Guainía
94883;San Felipe;810;Guainía;Guainía
94884;Puerto Colombia;810;Guainía;Guainía
94885;La Guadalupe;810;Guainía;Guainía
94886;Cacahual;810;Guainía;Guainía
94887;Pana Pana;810;Guainía;Guainía
94888;Morichal;810;Guainía;Guainía
95001;San Jose del Guaviare;820;Guaviare;Guaviare
95015;Calamar;820;Guaviare;Guaviare
95025;El Retorno;820;Guaviare;Guaviare
95200;Miraflores;1400;Vaupés;Guaviare
97001;Mitu;1400;Vaupés;Vaupés
97161;Caruru;1400;Vaupés;Vaupés
97511;Pacoa;1400;Vaupés;Vaupés
97666;Taraira;1400;Vaupés;Vaupés
97777;Papunaua;1400;Vaupés;Vaupés
97889;Yavarate;1400;Vaupés;Vaupés
99001;Puerto Carreno;1411;Puerto Carreno;Vichada
99524;La Primavera;1412;Llanura;Vichada
99624;Santa Rosalia;1412;Llanura;Vichada
99773;Cumaribo;1412;Llanura;Vichada
